Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6374214,-,b'Mayagüez',b'Puerto Rico',18.26,-67.17,-4,5,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,Temperature,GHI,
2020,1,1,0,0,26.700000000000003,0,N/A
2020,1,1,1,0,26.6,0,N/A
2020,1,1,2,0,26.5,0,N/A
2020,1,1,3,0,26.5,0,N/A
2020,1,1,4,0,26.5,0,N/A
2020,1,1,5,0,26.400000000000002,0,N/A
2020,1,1,6,0,26.400000000000002,0,N/A
2020,1,1,7,0,26.700000000000003,0,N/A
2020,1,1,8,0,27.200000000000003,163,N/A
2020,1,1,9,0,27.8,377,N/A
2020,1,1,10,0,28.5,564,N/A
2020,1,1,11,0,29,701,N/A
2020,1,1,12,0,29.400000000000002,467,N/A
2020,1,1,13,0,29.6,777,N/A
2020,1,1,14,0,29.700000000000003,708,N/A
2020,1,1,15,0,29.6,575,N/A
2020,1,1,16,0,29.3,389,N/A
2020,1,1,17,0,28.700000000000003,176,N/A
2020,1,1,18,0,28.1,0,N/A
2020,1,1,19,0,27.700000000000003,0,N/A
2020,1,1,20,0,27.5,0,N/A
2020,1,1,21,0,27.200000000000003,0,N/A
2020,1,1,22,0,27,0,N/A
2020,1,1,23,0,26.8,0,N/A
2020,1,2,0,0,26.700000000000003,0,N/A
2020,1,2,1,0,26.6,0,N/A
2020,1,2,2,0,26.5,0,N/A
2020,1,2,3,0,26.400000000000002,0,N/A
2020,1,2,4,0,26.400000000000002,0,N/A
2020,1,2,5,0,26.400000000000002,0,N/A
2020,1,2,6,0,26.3,0,N/A
2020,1,2,7,0,26.5,0,N/A
2020,1,2,8,0,27.1,162,N/A
2020,1,2,9,0,27.8,374,N/A
2020,1,2,10,0,28.400000000000002,561,N/A
2020,1,2,11,0,28.8,698,N/A
2020,1,2,12,0,29.1,771,N/A
2020,1,2,13,0,29.200000000000003,773,N/A
2020,1,2,14,0,29.1,704,N/A
2020,1,2,15,0,28.900000000000002,570,N/A
2020,1,2,16,0,28.5,386,N/A
2020,1,2,17,0,28,175,N/A
2020,1,2,18,0,27.5,0,N/A
2020,1,2,19,0,27.200000000000003,0,N/A
2020,1,2,20,0,27,0,N/A
2020,1,2,21,0,26.700000000000003,0,N/A
2020,1,2,22,0,26.6,0,N/A
2020,1,2,23,0,26.5,0,N/A
2020,1,3,0,0,26.3,0,N/A
2020,1,3,1,0,26.200000000000003,0,N/A
2020,1,3,2,0,26.1,0,N/A
2020,1,3,3,0,26.1,0,N/A
2020,1,3,4,0,26,0,N/A
2020,1,3,5,0,26.1,0,N/A
2020,1,3,6,0,26.1,0,N/A
2020,1,3,7,0,26.3,0,N/A
2020,1,3,8,0,26.700000000000003,161,N/A
2020,1,3,9,0,27.200000000000003,373,N/A
2020,1,3,10,0,27.900000000000002,560,N/A
2020,1,3,11,0,28.6,694,N/A
2020,1,3,12,0,28.8,767,N/A
2020,1,3,13,0,28.700000000000003,488,N/A
2020,1,3,14,0,28.5,355,N/A
2020,1,3,15,0,28.400000000000002,143,N/A
2020,1,3,16,0,28.1,28,N/A
2020,1,3,17,0,27.700000000000003,175,N/A
2020,1,3,18,0,27.3,0,N/A
2020,1,3,19,0,27.200000000000003,0,N/A
2020,1,3,20,0,27.1,0,N/A
2020,1,3,21,0,26.900000000000002,0,N/A
2020,1,3,22,0,26.8,0,N/A
2020,1,3,23,0,26.6,0,N/A
2020,1,4,0,0,26.400000000000002,0,N/A
2020,1,4,1,0,26.3,0,N/A
2020,1,4,2,0,26.200000000000003,0,N/A
2020,1,4,3,0,26,0,N/A
2020,1,4,4,0,26,0,N/A
2020,1,4,5,0,25.900000000000002,0,N/A
2020,1,4,6,0,25.900000000000002,0,N/A
2020,1,4,7,0,26.200000000000003,0,N/A
2020,1,4,8,0,26.8,165,N/A
2020,1,4,9,0,27.400000000000002,382,N/A
2020,1,4,10,0,28,573,N/A
2020,1,4,11,0,28.5,709,N/A
2020,1,4,12,0,28.8,785,N/A
2020,1,4,13,0,29,787,N/A
2020,1,4,14,0,29.1,718,N/A
2020,1,4,15,0,29,585,N/A
2020,1,4,16,0,28.700000000000003,397,N/A
2020,1,4,17,0,28.1,183,N/A
2020,1,4,18,0,27.400000000000002,0,N/A
2020,1,4,19,0,27.1,0,N/A
2020,1,4,20,0,26.8,0,N/A
2020,1,4,21,0,26.6,0,N/A
2020,1,4,22,0,26.400000000000002,0,N/A
2020,1,4,23,0,26.1,0,N/A
2020,1,5,0,0,26,0,N/A
2020,1,5,1,0,25.900000000000002,0,N/A
2020,1,5,2,0,25.8,0,N/A
2020,1,5,3,0,25.8,0,N/A
2020,1,5,4,0,25.8,0,N/A
2020,1,5,5,0,25.700000000000003,0,N/A
2020,1,5,6,0,25.6,0,N/A
2020,1,5,7,0,26,0,N/A
2020,1,5,8,0,26.700000000000003,165,N/A
2020,1,5,9,0,27.200000000000003,117,N/A
2020,1,5,10,0,27.8,574,N/A
2020,1,5,11,0,28.200000000000003,713,N/A
2020,1,5,12,0,28.5,788,N/A
2020,1,5,13,0,28.700000000000003,498,N/A
2020,1,5,14,0,28.6,391,N/A
2020,1,5,15,0,28.400000000000002,197,N/A
2020,1,5,16,0,28.1,126,N/A
2020,1,5,17,0,27.5,187,N/A
2020,1,5,18,0,26.8,0,N/A
2020,1,5,19,0,26.5,0,N/A
2020,1,5,20,0,26.3,0,N/A
2020,1,5,21,0,26,0,N/A
2020,1,5,22,0,25.8,0,N/A
2020,1,5,23,0,25.700000000000003,0,N/A
2020,1,6,0,0,25.6,0,N/A
2020,1,6,1,0,25.5,0,N/A
2020,1,6,2,0,25.5,0,N/A
2020,1,6,3,0,25.5,0,N/A
2020,1,6,4,0,25.6,0,N/A
2020,1,6,5,0,25.6,0,N/A
2020,1,6,6,0,25.700000000000003,0,N/A
2020,1,6,7,0,25.900000000000002,0,N/A
2020,1,6,8,0,26.3,164,N/A
2020,1,6,9,0,26.6,133,N/A
2020,1,6,10,0,27.1,570,N/A
2020,1,6,11,0,27.5,706,N/A
2020,1,6,12,0,27.700000000000003,509,N/A
2020,1,6,13,0,27.700000000000003,783,N/A
2020,1,6,14,0,27.5,717,N/A
2020,1,6,15,0,27.3,583,N/A
2020,1,6,16,0,27,397,N/A
2020,1,6,17,0,26.6,184,N/A
2020,1,6,18,0,26.200000000000003,12,N/A
2020,1,6,19,0,26.200000000000003,0,N/A
2020,1,6,20,0,26.1,0,N/A
2020,1,6,21,0,26.1,0,N/A
2020,1,6,22,0,26,0,N/A
2020,1,6,23,0,25.900000000000002,0,N/A
2020,1,7,0,0,25.900000000000002,0,N/A
2020,1,7,1,0,25.8,0,N/A
2020,1,7,2,0,25.700000000000003,0,N/A
2020,1,7,3,0,25.700000000000003,0,N/A
2020,1,7,4,0,25.700000000000003,0,N/A
2020,1,7,5,0,25.700000000000003,0,N/A
2020,1,7,6,0,25.700000000000003,0,N/A
2020,1,7,7,0,26,0,N/A
2020,1,7,8,0,26.6,164,N/A
2020,1,7,9,0,27.3,382,N/A
2020,1,7,10,0,28,576,N/A
2020,1,7,11,0,28.6,720,N/A
2020,1,7,12,0,29,796,N/A
2020,1,7,13,0,29.200000000000003,801,N/A
2020,1,7,14,0,29.3,733,N/A
2020,1,7,15,0,29.200000000000003,597,N/A
2020,1,7,16,0,28.900000000000002,410,N/A
2020,1,7,17,0,28.3,193,N/A
2020,1,7,18,0,27.5,13,N/A
2020,1,7,19,0,27.200000000000003,0,N/A
2020,1,7,20,0,27,0,N/A
2020,1,7,21,0,26.8,0,N/A
2020,1,7,22,0,26.6,0,N/A
2020,1,7,23,0,26.400000000000002,0,N/A
2020,1,8,0,0,26.3,0,N/A
2020,1,8,1,0,26.200000000000003,0,N/A
2020,1,8,2,0,26.1,0,N/A
2020,1,8,3,0,26,0,N/A
2020,1,8,4,0,26,0,N/A
2020,1,8,5,0,26,0,N/A
2020,1,8,6,0,26,0,N/A
2020,1,8,7,0,26.3,0,N/A
2020,1,8,8,0,26.900000000000002,162,N/A
2020,1,8,9,0,27.5,378,N/A
2020,1,8,10,0,28.200000000000003,570,N/A
2020,1,8,11,0,28.8,707,N/A
2020,1,8,12,0,29.1,537,N/A
2020,1,8,13,0,29.200000000000003,787,N/A
2020,1,8,14,0,29.200000000000003,718,N/A
2020,1,8,15,0,29,26,N/A
2020,1,8,16,0,28.700000000000003,75,N/A
2020,1,8,17,0,28.200000000000003,185,N/A
2020,1,8,18,0,27.700000000000003,4,N/A
2020,1,8,19,0,27.5,0,N/A
2020,1,8,20,0,27.3,0,N/A
2020,1,8,21,0,27.1,0,N/A
2020,1,8,22,0,26.900000000000002,0,N/A
2020,1,8,23,0,26.8,0,N/A
2020,1,9,0,0,26.6,0,N/A
2020,1,9,1,0,26.5,0,N/A
2020,1,9,2,0,26.400000000000002,0,N/A
2020,1,9,3,0,26.3,0,N/A
2020,1,9,4,0,26.3,0,N/A
2020,1,9,5,0,26.3,0,N/A
2020,1,9,6,0,26.400000000000002,0,N/A
2020,1,9,7,0,26.6,0,N/A
2020,1,9,8,0,27.200000000000003,159,N/A
2020,1,9,9,0,27.900000000000002,111,N/A
2020,1,9,10,0,28.6,234,N/A
2020,1,9,11,0,29,706,N/A
2020,1,9,12,0,29.3,784,N/A
2020,1,9,13,0,29.400000000000002,789,N/A
2020,1,9,14,0,29.3,721,N/A
2020,1,9,15,0,29,588,N/A
2020,1,9,16,0,28.700000000000003,401,N/A
2020,1,9,17,0,28.200000000000003,187,N/A
2020,1,9,18,0,27.700000000000003,13,N/A
2020,1,9,19,0,27.400000000000002,0,N/A
2020,1,9,20,0,27.200000000000003,0,N/A
2020,1,9,21,0,27.1,0,N/A
2020,1,9,22,0,26.900000000000002,0,N/A
2020,1,9,23,0,26.8,0,N/A
2020,1,10,0,0,26.700000000000003,0,N/A
2020,1,10,1,0,26.6,0,N/A
2020,1,10,2,0,26.5,0,N/A
2020,1,10,3,0,26.5,0,N/A
2020,1,10,4,0,26.400000000000002,0,N/A
2020,1,10,5,0,26.400000000000002,0,N/A
2020,1,10,6,0,26.400000000000002,0,N/A
2020,1,10,7,0,26.5,0,N/A
2020,1,10,8,0,27,151,N/A
2020,1,10,9,0,27.700000000000003,149,N/A
2020,1,10,10,0,28.400000000000002,562,N/A
2020,1,10,11,0,28.900000000000002,709,N/A
2020,1,10,12,0,29.200000000000003,787,N/A
2020,1,10,13,0,29.200000000000003,792,N/A
2020,1,10,14,0,29.1,486,N/A
2020,1,10,15,0,28.900000000000002,261,N/A
2020,1,10,16,0,28.6,79,N/A
2020,1,10,17,0,28.1,192,N/A
2020,1,10,18,0,27.6,14,N/A
2020,1,10,19,0,27.400000000000002,0,N/A
2020,1,10,20,0,27.200000000000003,0,N/A
2020,1,10,21,0,27.1,0,N/A
2020,1,10,22,0,26.8,0,N/A
2020,1,10,23,0,26.6,0,N/A
2020,1,11,0,0,26.400000000000002,0,N/A
2020,1,11,1,0,26.3,0,N/A
2020,1,11,2,0,26.3,0,N/A
2020,1,11,3,0,26.3,0,N/A
2020,1,11,4,0,26.200000000000003,0,N/A
2020,1,11,5,0,26.1,0,N/A
2020,1,11,6,0,26.1,0,N/A
2020,1,11,7,0,26.3,0,N/A
2020,1,11,8,0,27,154,N/A
2020,1,11,9,0,27.700000000000003,372,N/A
2020,1,11,10,0,28.3,565,N/A
2020,1,11,11,0,28.8,711,N/A
2020,1,11,12,0,29.1,789,N/A
2020,1,11,13,0,29.200000000000003,800,N/A
2020,1,11,14,0,29.200000000000003,739,N/A
2020,1,11,15,0,29,606,N/A
2020,1,11,16,0,28.6,418,N/A
2020,1,11,17,0,28.1,199,N/A
2020,1,11,18,0,27.5,16,N/A
2020,1,11,19,0,27.200000000000003,0,N/A
2020,1,11,20,0,27,0,N/A
2020,1,11,21,0,26.8,0,N/A
2020,1,11,22,0,26.700000000000003,0,N/A
2020,1,11,23,0,26.5,0,N/A
2020,1,12,0,0,26.400000000000002,0,N/A
2020,1,12,1,0,26.3,0,N/A
2020,1,12,2,0,26.3,0,N/A
2020,1,12,3,0,26.200000000000003,0,N/A
2020,1,12,4,0,26.200000000000003,0,N/A
2020,1,12,5,0,26.200000000000003,0,N/A
2020,1,12,6,0,26.1,0,N/A
2020,1,12,7,0,26.3,0,N/A
2020,1,12,8,0,26.700000000000003,147,N/A
2020,1,12,9,0,27.200000000000003,360,N/A
2020,1,12,10,0,27.8,550,N/A
2020,1,12,11,0,28.400000000000002,700,N/A
2020,1,12,12,0,28.700000000000003,778,N/A
2020,1,12,13,0,28.900000000000002,785,N/A
2020,1,12,14,0,28.900000000000002,723,N/A
2020,1,12,15,0,28.8,521,N/A
2020,1,12,16,0,28.5,407,N/A
2020,1,12,17,0,28,195,N/A
2020,1,12,18,0,27.400000000000002,16,N/A
2020,1,12,19,0,27.1,0,N/A
2020,1,12,20,0,26.8,0,N/A
2020,1,12,21,0,26.6,0,N/A
2020,1,12,22,0,26.5,0,N/A
2020,1,12,23,0,26.400000000000002,0,N/A
2020,1,13,0,0,26.3,0,N/A
2020,1,13,1,0,26.200000000000003,0,N/A
2020,1,13,2,0,26.200000000000003,0,N/A
2020,1,13,3,0,26.1,0,N/A
2020,1,13,4,0,26.1,0,N/A
2020,1,13,5,0,26.1,0,N/A
2020,1,13,6,0,26,0,N/A
2020,1,13,7,0,26.200000000000003,0,N/A
2020,1,13,8,0,26.700000000000003,145,N/A
2020,1,13,9,0,27.400000000000002,360,N/A
2020,1,13,10,0,28,552,N/A
2020,1,13,11,0,28.5,704,N/A
2020,1,13,12,0,28.8,789,N/A
2020,1,13,13,0,28.900000000000002,375,N/A
2020,1,13,14,0,28.8,740,N/A
2020,1,13,15,0,28.5,608,N/A
2020,1,13,16,0,28.1,419,N/A
2020,1,13,17,0,27.6,202,N/A
2020,1,13,18,0,27,18,N/A
2020,1,13,19,0,26.700000000000003,0,N/A
2020,1,13,20,0,26.5,0,N/A
2020,1,13,21,0,26.400000000000002,0,N/A
2020,1,13,22,0,26.3,0,N/A
2020,1,13,23,0,26.200000000000003,0,N/A
2020,1,14,0,0,26.1,0,N/A
2020,1,14,1,0,26.1,0,N/A
2020,1,14,2,0,26.1,0,N/A
2020,1,14,3,0,26,0,N/A
2020,1,14,4,0,25.900000000000002,0,N/A
2020,1,14,5,0,25.8,0,N/A
2020,1,14,6,0,25.8,0,N/A
2020,1,14,7,0,25.900000000000002,0,N/A
2020,1,14,8,0,26.400000000000002,139,N/A
2020,1,14,9,0,27,36,N/A
2020,1,14,10,0,27.5,343,N/A
2020,1,14,11,0,27.900000000000002,697,N/A
2020,1,14,12,0,28.1,776,N/A
2020,1,14,13,0,28.200000000000003,784,N/A
2020,1,14,14,0,28.3,722,N/A
2020,1,14,15,0,28.200000000000003,190,N/A
2020,1,14,16,0,27.900000000000002,94,N/A
2020,1,14,17,0,27.5,145,N/A
2020,1,14,18,0,26.900000000000002,13,N/A
2020,1,14,19,0,26.6,0,N/A
2020,1,14,20,0,26.400000000000002,0,N/A
2020,1,14,21,0,26.3,0,N/A
2020,1,14,22,0,26.200000000000003,0,N/A
2020,1,14,23,0,26,0,N/A
2020,1,15,0,0,25.900000000000002,0,N/A
2020,1,15,1,0,25.8,0,N/A
2020,1,15,2,0,25.700000000000003,0,N/A
2020,1,15,3,0,25.6,0,N/A
2020,1,15,4,0,25.6,0,N/A
2020,1,15,5,0,25.6,0,N/A
2020,1,15,6,0,25.6,0,N/A
2020,1,15,7,0,25.8,0,N/A
2020,1,15,8,0,26.1,144,N/A
2020,1,15,9,0,26.700000000000003,358,N/A
2020,1,15,10,0,27.3,551,N/A
2020,1,15,11,0,27.900000000000002,698,N/A
2020,1,15,12,0,28.200000000000003,777,N/A
2020,1,15,13,0,28.5,784,N/A
2020,1,15,14,0,28.6,303,N/A
2020,1,15,15,0,28.5,360,N/A
2020,1,15,16,0,28.1,412,N/A
2020,1,15,17,0,27.6,199,N/A
2020,1,15,18,0,27.1,19,N/A
2020,1,15,19,0,26.8,0,N/A
2020,1,15,20,0,26.6,0,N/A
2020,1,15,21,0,26.400000000000002,0,N/A
2020,1,15,22,0,26.3,0,N/A
2020,1,15,23,0,26.1,0,N/A
2020,1,16,0,0,26,0,N/A
2020,1,16,1,0,25.8,0,N/A
2020,1,16,2,0,25.700000000000003,0,N/A
2020,1,16,3,0,25.5,0,N/A
2020,1,16,4,0,25.400000000000002,0,N/A
2020,1,16,5,0,25.400000000000002,0,N/A
2020,1,16,6,0,25.3,0,N/A
2020,1,16,7,0,25.700000000000003,0,N/A
2020,1,16,8,0,26.400000000000002,162,N/A
2020,1,16,9,0,27.1,389,N/A
2020,1,16,10,0,27.900000000000002,592,N/A
2020,1,16,11,0,28.5,741,N/A
2020,1,16,12,0,28.900000000000002,823,N/A
2020,1,16,13,0,29.200000000000003,831,N/A
2020,1,16,14,0,29.1,766,N/A
2020,1,16,15,0,28.900000000000002,631,N/A
2020,1,16,16,0,28.400000000000002,157,N/A
2020,1,16,17,0,27.700000000000003,220,N/A
2020,1,16,18,0,26.900000000000002,24,N/A
2020,1,16,19,0,26.6,0,N/A
2020,1,16,20,0,26.3,0,N/A
2020,1,16,21,0,26,0,N/A
2020,1,16,22,0,25.8,0,N/A
2020,1,16,23,0,25.6,0,N/A
2020,1,17,0,0,25.400000000000002,0,N/A
2020,1,17,1,0,25.3,0,N/A
2020,1,17,2,0,25.200000000000003,0,N/A
2020,1,17,3,0,25.1,0,N/A
2020,1,17,4,0,25,0,N/A
2020,1,17,5,0,25,0,N/A
2020,1,17,6,0,25.1,0,N/A
2020,1,17,7,0,25.5,0,N/A
2020,1,17,8,0,26.1,161,N/A
2020,1,17,9,0,26.8,384,N/A
2020,1,17,10,0,27.6,584,N/A
2020,1,17,11,0,28.200000000000003,733,N/A
2020,1,17,12,0,28.6,817,N/A
2020,1,17,13,0,28.8,827,N/A
2020,1,17,14,0,28.900000000000002,763,N/A
2020,1,17,15,0,28.700000000000003,631,N/A
2020,1,17,16,0,28.400000000000002,443,N/A
2020,1,17,17,0,27.700000000000003,222,N/A
2020,1,17,18,0,27,14,N/A
2020,1,17,19,0,26.700000000000003,0,N/A
2020,1,17,20,0,26.6,0,N/A
2020,1,17,21,0,26.400000000000002,0,N/A
2020,1,17,22,0,26.200000000000003,0,N/A
2020,1,17,23,0,25.900000000000002,0,N/A
2020,1,18,0,0,25.6,0,N/A
2020,1,18,1,0,25.400000000000002,0,N/A
2020,1,18,2,0,25.3,0,N/A
2020,1,18,3,0,25.3,0,N/A
2020,1,18,4,0,25.3,0,N/A
2020,1,18,5,0,25.3,0,N/A
2020,1,18,6,0,25.400000000000002,0,N/A
2020,1,18,7,0,25.6,0,N/A
2020,1,18,8,0,26,157,N/A
2020,1,18,9,0,26.700000000000003,191,N/A
2020,1,18,10,0,27.3,573,N/A
2020,1,18,11,0,27.900000000000002,722,N/A
2020,1,18,12,0,28.3,804,N/A
2020,1,18,13,0,28.400000000000002,813,N/A
2020,1,18,14,0,28.400000000000002,756,N/A
2020,1,18,15,0,28.200000000000003,626,N/A
2020,1,18,16,0,27.900000000000002,439,N/A
2020,1,18,17,0,27.400000000000002,219,N/A
2020,1,18,18,0,26.700000000000003,25,N/A
2020,1,18,19,0,26.3,0,N/A
2020,1,18,20,0,25.8,0,N/A
2020,1,18,21,0,25.400000000000002,0,N/A
2020,1,18,22,0,25.200000000000003,0,N/A
2020,1,18,23,0,25.1,0,N/A
2020,1,19,0,0,25,0,N/A
2020,1,19,1,0,24.900000000000002,0,N/A
2020,1,19,2,0,24.900000000000002,0,N/A
2020,1,19,3,0,24.8,0,N/A
2020,1,19,4,0,24.8,0,N/A
2020,1,19,5,0,24.8,0,N/A
2020,1,19,6,0,24.900000000000002,0,N/A
2020,1,19,7,0,25.1,0,N/A
2020,1,19,8,0,25.6,157,N/A
2020,1,19,9,0,26.200000000000003,380,N/A
2020,1,19,10,0,27,579,N/A
2020,1,19,11,0,27.6,729,N/A
2020,1,19,12,0,28,811,N/A
2020,1,19,13,0,28.3,473,N/A
2020,1,19,14,0,28.400000000000002,757,N/A
2020,1,19,15,0,28.200000000000003,625,N/A
2020,1,19,16,0,27.8,437,N/A
2020,1,19,17,0,27.200000000000003,219,N/A
2020,1,19,18,0,26.6,26,N/A
2020,1,19,19,0,26.3,0,N/A
2020,1,19,20,0,26,0,N/A
2020,1,19,21,0,25.8,0,N/A
2020,1,19,22,0,25.6,0,N/A
2020,1,19,23,0,25.5,0,N/A
2020,1,20,0,0,25.3,0,N/A
2020,1,20,1,0,25.200000000000003,0,N/A
2020,1,20,2,0,25.1,0,N/A
2020,1,20,3,0,25.1,0,N/A
2020,1,20,4,0,25.1,0,N/A
2020,1,20,5,0,25.1,0,N/A
2020,1,20,6,0,25.200000000000003,0,N/A
2020,1,20,7,0,25.400000000000002,0,N/A
2020,1,20,8,0,25.900000000000002,152,N/A
2020,1,20,9,0,26.5,371,N/A
2020,1,20,10,0,27.3,281,N/A
2020,1,20,11,0,27.900000000000002,719,N/A
2020,1,20,12,0,28.400000000000002,802,N/A
2020,1,20,13,0,28.6,813,N/A
2020,1,20,14,0,28.6,752,N/A
2020,1,20,15,0,28.400000000000002,425,N/A
2020,1,20,16,0,27.900000000000002,434,N/A
2020,1,20,17,0,27.3,216,N/A
2020,1,20,18,0,26.8,26,N/A
2020,1,20,19,0,26.6,0,N/A
2020,1,20,20,0,26.400000000000002,0,N/A
2020,1,20,21,0,26.200000000000003,0,N/A
2020,1,20,22,0,26.1,0,N/A
2020,1,20,23,0,25.900000000000002,0,N/A
2020,1,21,0,0,25.8,0,N/A
2020,1,21,1,0,25.8,0,N/A
2020,1,21,2,0,25.8,0,N/A
2020,1,21,3,0,25.700000000000003,0,N/A
2020,1,21,4,0,25.700000000000003,0,N/A
2020,1,21,5,0,25.8,0,N/A
2020,1,21,6,0,25.700000000000003,0,N/A
2020,1,21,7,0,26,0,N/A
2020,1,21,8,0,26.3,154,N/A
2020,1,21,9,0,27,374,N/A
2020,1,21,10,0,27.700000000000003,574,N/A
2020,1,21,11,0,28.200000000000003,581,N/A
2020,1,21,12,0,28.6,541,N/A
2020,1,21,13,0,28.700000000000003,820,N/A
2020,1,21,14,0,28.8,754,N/A
2020,1,21,15,0,28.5,380,N/A
2020,1,21,16,0,28.200000000000003,217,N/A
2020,1,21,17,0,27.8,224,N/A
2020,1,21,18,0,27.1,23,N/A
2020,1,21,19,0,26.8,0,N/A
2020,1,21,20,0,26.5,0,N/A
2020,1,21,21,0,26.3,0,N/A
2020,1,21,22,0,26.1,0,N/A
2020,1,21,23,0,26,0,N/A
2020,1,22,0,0,25.900000000000002,0,N/A
2020,1,22,1,0,25.8,0,N/A
2020,1,22,2,0,25.700000000000003,0,N/A
2020,1,22,3,0,25.6,0,N/A
2020,1,22,4,0,25.5,0,N/A
2020,1,22,5,0,25.400000000000002,0,N/A
2020,1,22,6,0,25.3,0,N/A
2020,1,22,7,0,25.8,0,N/A
2020,1,22,8,0,26.5,160,N/A
2020,1,22,9,0,27.1,383,N/A
2020,1,22,10,0,27.8,583,N/A
2020,1,22,11,0,28.3,730,N/A
2020,1,22,12,0,28.5,815,N/A
2020,1,22,13,0,28.5,827,N/A
2020,1,22,14,0,28.3,764,N/A
2020,1,22,15,0,28.1,633,N/A
2020,1,22,16,0,27.700000000000003,212,N/A
2020,1,22,17,0,27.200000000000003,232,N/A
2020,1,22,18,0,26.6,32,N/A
2020,1,22,19,0,26.400000000000002,0,N/A
2020,1,22,20,0,26.3,0,N/A
2020,1,22,21,0,26.3,0,N/A
2020,1,22,22,0,26.3,0,N/A
2020,1,22,23,0,26.200000000000003,0,N/A
2020,1,23,0,0,26.200000000000003,0,N/A
2020,1,23,1,0,26.200000000000003,0,N/A
2020,1,23,2,0,26.1,0,N/A
2020,1,23,3,0,26.1,0,N/A
2020,1,23,4,0,26,0,N/A
2020,1,23,5,0,25.900000000000002,0,N/A
2020,1,23,6,0,25.8,0,N/A
2020,1,23,7,0,26.1,0,N/A
2020,1,23,8,0,26.400000000000002,158,N/A
2020,1,23,9,0,26.700000000000003,379,N/A
2020,1,23,10,0,27.1,578,N/A
2020,1,23,11,0,27.400000000000002,377,N/A
2020,1,23,12,0,27.400000000000002,129,N/A
2020,1,23,13,0,27.3,170,N/A
2020,1,23,14,0,27.1,192,N/A
2020,1,23,15,0,26.8,254,N/A
2020,1,23,16,0,26.5,267,N/A
2020,1,23,17,0,26,54,N/A
2020,1,23,18,0,25.6,32,N/A
2020,1,23,19,0,25.5,0,N/A
2020,1,23,20,0,25.400000000000002,0,N/A
2020,1,23,21,0,25.3,0,N/A
2020,1,23,22,0,25.200000000000003,0,N/A
2020,1,23,23,0,25.200000000000003,0,N/A
2020,1,24,0,0,25.200000000000003,0,N/A
2020,1,24,1,0,25.200000000000003,0,N/A
2020,1,24,2,0,25.200000000000003,0,N/A
2020,1,24,3,0,25.200000000000003,0,N/A
2020,1,24,4,0,25.200000000000003,0,N/A
2020,1,24,5,0,25.200000000000003,0,N/A
2020,1,24,6,0,25.200000000000003,0,N/A
2020,1,24,7,0,25.5,0,N/A
2020,1,24,8,0,25.900000000000002,159,N/A
2020,1,24,9,0,26.3,384,N/A
2020,1,24,10,0,27,585,N/A
2020,1,24,11,0,27.6,736,N/A
2020,1,24,12,0,27.900000000000002,822,N/A
2020,1,24,13,0,28.1,386,N/A
2020,1,24,14,0,28,774,N/A
2020,1,24,15,0,27.8,645,N/A
2020,1,24,16,0,27.400000000000002,459,N/A
2020,1,24,17,0,26.900000000000002,239,N/A
2020,1,24,18,0,26.3,21,N/A
2020,1,24,19,0,26.200000000000003,0,N/A
2020,1,24,20,0,26,0,N/A
2020,1,24,21,0,25.8,0,N/A
2020,1,24,22,0,25.700000000000003,0,N/A
2020,1,24,23,0,25.5,0,N/A
2020,1,25,0,0,25.400000000000002,0,N/A
2020,1,25,1,0,25.200000000000003,0,N/A
2020,1,25,2,0,25.1,0,N/A
2020,1,25,3,0,25.1,0,N/A
2020,1,25,4,0,25,0,N/A
2020,1,25,5,0,25,0,N/A
2020,1,25,6,0,25,0,N/A
2020,1,25,7,0,25.400000000000002,0,N/A
2020,1,25,8,0,26.1,165,N/A
2020,1,25,9,0,26.700000000000003,392,N/A
2020,1,25,10,0,27.700000000000003,595,N/A
2020,1,25,11,0,28.3,746,N/A
2020,1,25,12,0,28.700000000000003,832,N/A
2020,1,25,13,0,28.8,611,N/A
2020,1,25,14,0,28.6,540,N/A
2020,1,25,15,0,28.3,368,N/A
2020,1,25,16,0,27.900000000000002,205,N/A
2020,1,25,17,0,27.3,9,N/A
2020,1,25,18,0,26.8,22,N/A
2020,1,25,19,0,26.6,0,N/A
2020,1,25,20,0,26.3,0,N/A
