Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6385743,-,b'Mayagüez',b'Puerto Rico',18.2,-67.11,-4,104,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,Temperature,GHI,
2020,1,1,0,0,26,0,N/A
2020,1,1,1,0,25.900000000000002,0,N/A
2020,1,1,2,0,25.900000000000002,0,N/A
2020,1,1,3,0,25.8,0,N/A
2020,1,1,4,0,25.8,0,N/A
2020,1,1,5,0,25.700000000000003,0,N/A
2020,1,1,6,0,25.700000000000003,0,N/A
2020,1,1,7,0,26.1,0,N/A
2020,1,1,8,0,26.6,165,N/A
2020,1,1,9,0,27.3,379,N/A
2020,1,1,10,0,28.1,567,N/A
2020,1,1,11,0,28.700000000000003,703,N/A
2020,1,1,12,0,29.200000000000003,776,N/A
2020,1,1,13,0,29.400000000000002,778,N/A
2020,1,1,14,0,29.400000000000002,709,N/A
2020,1,1,15,0,29.3,574,N/A
2020,1,1,16,0,29,388,N/A
2020,1,1,17,0,28.3,175,N/A
2020,1,1,18,0,27.5,0,N/A
2020,1,1,19,0,27.1,0,N/A
2020,1,1,20,0,26.8,0,N/A
2020,1,1,21,0,26.5,0,N/A
2020,1,1,22,0,26.3,0,N/A
2020,1,1,23,0,26.1,0,N/A
2020,1,2,0,0,26,0,N/A
2020,1,2,1,0,25.900000000000002,0,N/A
2020,1,2,2,0,25.8,0,N/A
2020,1,2,3,0,25.8,0,N/A
2020,1,2,4,0,25.700000000000003,0,N/A
2020,1,2,5,0,25.700000000000003,0,N/A
2020,1,2,6,0,25.700000000000003,0,N/A
2020,1,2,7,0,25.900000000000002,0,N/A
2020,1,2,8,0,26.5,164,N/A
2020,1,2,9,0,27.3,376,N/A
2020,1,2,10,0,28,563,N/A
2020,1,2,11,0,28.5,699,N/A
2020,1,2,12,0,28.8,772,N/A
2020,1,2,13,0,29,775,N/A
2020,1,2,14,0,28.8,705,N/A
2020,1,2,15,0,28.6,570,N/A
2020,1,2,16,0,28.1,385,N/A
2020,1,2,17,0,27.5,174,N/A
2020,1,2,18,0,27,0,N/A
2020,1,2,19,0,26.6,0,N/A
2020,1,2,20,0,26.3,0,N/A
2020,1,2,21,0,26.1,0,N/A
2020,1,2,22,0,25.900000000000002,0,N/A
2020,1,2,23,0,25.8,0,N/A
2020,1,3,0,0,25.700000000000003,0,N/A
2020,1,3,1,0,25.6,0,N/A
2020,1,3,2,0,25.5,0,N/A
2020,1,3,3,0,25.400000000000002,0,N/A
2020,1,3,4,0,25.400000000000002,0,N/A
2020,1,3,5,0,25.400000000000002,0,N/A
2020,1,3,6,0,25.5,0,N/A
2020,1,3,7,0,25.700000000000003,0,N/A
2020,1,3,8,0,26.1,163,N/A
2020,1,3,9,0,26.700000000000003,375,N/A
2020,1,3,10,0,27.5,562,N/A
2020,1,3,11,0,28.3,293,N/A
2020,1,3,12,0,28.5,768,N/A
2020,1,3,13,0,28.3,311,N/A
2020,1,3,14,0,28.200000000000003,703,N/A
2020,1,3,15,0,28,183,N/A
2020,1,3,16,0,27.6,167,N/A
2020,1,3,17,0,27.1,175,N/A
2020,1,3,18,0,26.700000000000003,0,N/A
2020,1,3,19,0,26.5,0,N/A
2020,1,3,20,0,26.400000000000002,0,N/A
2020,1,3,21,0,26.200000000000003,0,N/A
2020,1,3,22,0,26,0,N/A
2020,1,3,23,0,25.8,0,N/A
2020,1,4,0,0,25.700000000000003,0,N/A
2020,1,4,1,0,25.5,0,N/A
2020,1,4,2,0,25.400000000000002,0,N/A
2020,1,4,3,0,25.3,0,N/A
2020,1,4,4,0,25.200000000000003,0,N/A
2020,1,4,5,0,25.200000000000003,0,N/A
2020,1,4,6,0,25.1,0,N/A
2020,1,4,7,0,25.5,0,N/A
2020,1,4,8,0,26.200000000000003,167,N/A
2020,1,4,9,0,26.900000000000002,384,N/A
2020,1,4,10,0,27.6,575,N/A
2020,1,4,11,0,28.200000000000003,712,N/A
2020,1,4,12,0,28.6,787,N/A
2020,1,4,13,0,28.8,789,N/A
2020,1,4,14,0,28.900000000000002,720,N/A
2020,1,4,15,0,28.700000000000003,198,N/A
2020,1,4,16,0,28.400000000000002,397,N/A
2020,1,4,17,0,27.6,183,N/A
2020,1,4,18,0,26.8,0,N/A
2020,1,4,19,0,26.5,0,N/A
2020,1,4,20,0,26.200000000000003,0,N/A
2020,1,4,21,0,25.900000000000002,0,N/A
2020,1,4,22,0,25.6,0,N/A
2020,1,4,23,0,25.400000000000002,0,N/A
2020,1,5,0,0,25.200000000000003,0,N/A
2020,1,5,1,0,25.1,0,N/A
2020,1,5,2,0,25.1,0,N/A
2020,1,5,3,0,25.1,0,N/A
2020,1,5,4,0,25,0,N/A
2020,1,5,5,0,25,0,N/A
2020,1,5,6,0,24.900000000000002,0,N/A
2020,1,5,7,0,25.3,0,N/A
2020,1,5,8,0,26.1,167,N/A
2020,1,5,9,0,26.700000000000003,385,N/A
2020,1,5,10,0,27.400000000000002,576,N/A
2020,1,5,11,0,27.900000000000002,715,N/A
2020,1,5,12,0,28.3,790,N/A
2020,1,5,13,0,28.5,330,N/A
2020,1,5,14,0,28.5,309,N/A
2020,1,5,15,0,28.3,213,N/A
2020,1,5,16,0,27.8,37,N/A
2020,1,5,17,0,27.1,186,N/A
2020,1,5,18,0,26.3,0,N/A
2020,1,5,19,0,26,0,N/A
2020,1,5,20,0,25.8,0,N/A
2020,1,5,21,0,25.5,0,N/A
2020,1,5,22,0,25.200000000000003,0,N/A
2020,1,5,23,0,25.1,0,N/A
2020,1,6,0,0,24.900000000000002,0,N/A
2020,1,6,1,0,24.8,0,N/A
2020,1,6,2,0,24.8,0,N/A
2020,1,6,3,0,24.8,0,N/A
2020,1,6,4,0,24.900000000000002,0,N/A
2020,1,6,5,0,24.900000000000002,0,N/A
2020,1,6,6,0,24.900000000000002,0,N/A
2020,1,6,7,0,25.3,0,N/A
2020,1,6,8,0,25.700000000000003,166,N/A
2020,1,6,9,0,26.1,382,N/A
2020,1,6,10,0,26.700000000000003,572,N/A
2020,1,6,11,0,27.1,707,N/A
2020,1,6,12,0,27.3,438,N/A
2020,1,6,13,0,27.3,333,N/A
2020,1,6,14,0,27.200000000000003,717,N/A
2020,1,6,15,0,27,583,N/A
2020,1,6,16,0,26.6,397,N/A
2020,1,6,17,0,26.200000000000003,183,N/A
2020,1,6,18,0,25.700000000000003,3,N/A
