Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Pressure Units,Precipitable Water Units,Wind Speed Units,Version
NSRDB,153,-,-,-,18.260000228881836,-67.12999725341797,-4,21,-4,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,mbar,mm,m/s,unknown
Year,Month,Day,Hour,Minute,Wind Speed,Clearsky GHI,GHI
2017,1,1,0,0,4.6000000000000005,0,0
2017,1,1,0,5,4.6000000000000005,0,0
2017,1,1,0,10,4.6000000000000005,0,0
2017,1,1,0,15,4.6000000000000005,0,0
2017,1,1,0,20,4.6000000000000005,0,0
2017,1,1,0,25,4.6000000000000005,0,0
2017,1,1,0,30,4.6000000000000005,0,0
2017,1,1,0,35,4.6000000000000005,0,0
2017,1,1,0,40,4.6000000000000005,0,0
2017,1,1,0,45,4.6000000000000005,0,0
2017,1,1,0,50,4.6000000000000005,0,0
2017,1,1,0,55,4.6000000000000005,0,0
2017,1,1,1,0,4.6000000000000005,0,0
2017,1,1,1,5,4.6000000000000005,0,0
2017,1,1,1,10,4.6000000000000005,0,0
2017,1,1,1,15,4.6000000000000005,0,0
2017,1,1,1,20,4.6000000000000005,0,0
2017,1,1,1,25,4.6000000000000005,0,0
2017,1,1,1,30,4.6000000000000005,0,0
2017,1,1,1,35,4.6000000000000005,0,0
2017,1,1,1,40,4.6000000000000005,0,0
2017,1,1,1,45,4.6000000000000005,0,0
2017,1,1,1,50,4.6000000000000005,0,0
2017,1,1,1,55,4.6000000000000005,0,0
2017,1,1,2,0,4.6000000000000005,0,0
2017,1,1,2,5,4.6000000000000005,0,0
2017,1,1,2,10,4.6000000000000005,0,0
2017,1,1,2,15,4.6000000000000005,0,0
2017,1,1,2,20,4.6000000000000005,0,0
2017,1,1,2,25,4.6000000000000005,0,0
2017,1,1,2,30,4.6000000000000005,0,0
2017,1,1,2,35,4.6000000000000005,0,0
2017,1,1,2,40,4.6000000000000005,0,0
2017,1,1,2,45,4.6000000000000005,0,0
2017,1,1,2,50,4.6000000000000005,0,0
2017,1,1,2,55,4.6000000000000005,0,0
2017,1,1,3,0,4.6000000000000005,0,0
2017,1,1,3,5,4.6000000000000005,0,0
2017,1,1,3,10,4.6000000000000005,0,0
2017,1,1,3,15,4.6000000000000005,0,0
2017,1,1,3,20,4.6000000000000005,0,0
2017,1,1,3,25,4.6000000000000005,0,0
2017,1,1,3,30,4.6000000000000005,0,0
2017,1,1,3,35,4.6000000000000005,0,0
2017,1,1,3,40,4.6000000000000005,0,0
2017,1,1,3,45,4.6000000000000005,0,0
2017,1,1,3,50,4.6000000000000005,0,0
2017,1,1,3,55,4.6000000000000005,0,0
2017,1,1,4,0,4.6000000000000005,0,0
2017,1,1,4,5,4.6000000000000005,0,0
2017,1,1,4,10,4.6000000000000005,0,0
2017,1,1,4,15,4.6000000000000005,0,0
2017,1,1,4,20,4.6000000000000005,0,0
2017,1,1,4,25,4.6000000000000005,0,0
2017,1,1,4,30,4.6000000000000005,0,0
2017,1,1,4,35,4.6000000000000005,0,0
2017,1,1,4,40,4.6000000000000005,0,0
2017,1,1,4,45,4.6000000000000005,0,0
2017,1,1,4,50,4.7,0,0
2017,1,1,4,55,4.7,0,0
2017,1,1,5,0,4.7,0,0
2017,1,1,5,5,4.7,0,0
2017,1,1,5,10,4.7,0,0
2017,1,1,5,15,4.6000000000000005,0,0
2017,1,1,5,20,4.6000000000000005,0,0
2017,1,1,5,25,4.6000000000000005,0,0
2017,1,1,5,30,4.6000000000000005,0,0
2017,1,1,5,35,4.6000000000000005,0,0
2017,1,1,5,40,4.6000000000000005,0,0
2017,1,1,5,45,4.6000000000000005,0,0
2017,1,1,5,50,4.6000000000000005,0,0
2017,1,1,5,55,4.6000000000000005,0,0
2017,1,1,6,0,4.6000000000000005,0,0
2017,1,1,6,5,4.6000000000000005,0,0
2017,1,1,6,10,4.6000000000000005,0,0
2017,1,1,6,15,4.6000000000000005,0,0
2017,1,1,6,20,4.6000000000000005,0,0
2017,1,1,6,25,4.6000000000000005,0,0
2017,1,1,6,30,4.6000000000000005,0,0
2017,1,1,6,35,4.6000000000000005,0,0
2017,1,1,6,40,4.6000000000000005,0,0
2017,1,1,6,45,4.6000000000000005,0,0
2017,1,1,6,50,4.6000000000000005,0,0
2017,1,1,6,55,4.6000000000000005,0,0
2017,1,1,7,0,4.6000000000000005,0,0
2017,1,1,7,5,4.6000000000000005,12,12
2017,1,1,7,10,4.6000000000000005,20,20
2017,1,1,7,15,4.6000000000000005,30,30
2017,1,1,7,20,4.6000000000000005,42,42
2017,1,1,7,25,4.6000000000000005,56,56
2017,1,1,7,30,4.6000000000000005,71,71
2017,1,1,7,35,4.6000000000000005,86,86
2017,1,1,7,40,4.6000000000000005,102,102
2017,1,1,7,45,4.6000000000000005,119,119
2017,1,1,7,50,4.7,136,136
2017,1,1,7,55,4.7,154,154
2017,1,1,8,0,4.7,172,172
2017,1,1,8,5,4.7,190,190
2017,1,1,8,10,4.7,208,208
2017,1,1,8,15,4.800000000000001,226,226
2017,1,1,8,20,4.800000000000001,244,244
2017,1,1,8,25,4.800000000000001,262,262
2017,1,1,8,30,4.800000000000001,280,280
2017,1,1,8,35,4.800000000000001,298,298
2017,1,1,8,40,4.9,316,316
2017,1,1,8,45,4.9,333,333
2017,1,1,8,50,4.9,351,351
2017,1,1,8,55,5,368,368
2017,1,1,9,0,5,385,385
2017,1,1,9,5,5,402,402
2017,1,1,9,10,5,419,419
2017,1,1,9,15,5,436,436
2017,1,1,9,20,5,452,452
2017,1,1,9,25,5,468,468
2017,1,1,9,30,5,484,484
2017,1,1,9,35,5,499,499
2017,1,1,9,40,5,514,514
2017,1,1,9,45,5,529,529
2017,1,1,9,50,5,543,400
2017,1,1,9,55,5,557,365
2017,1,1,10,0,5,571,309
2017,1,1,10,5,5,584,328
2017,1,1,10,10,5,597,357
2017,1,1,10,15,5,610,387
2017,1,1,10,20,4.9,622,409
2017,1,1,10,25,4.9,634,452
2017,1,1,10,30,4.9,646,475
2017,1,1,10,35,4.9,657,418
2017,1,1,10,40,4.9,667,345
2017,1,1,10,45,4.9,677,303
2017,1,1,10,50,4.9,686,265
2017,1,1,10,55,4.9,695,243
2017,1,1,11,0,4.9,704,215
2017,1,1,11,5,4.9,712,243
2017,1,1,11,10,4.9,720,268
2017,1,1,11,15,4.9,728,290
2017,1,1,11,20,4.9,735,333
2017,1,1,11,25,4.9,742,367
2017,1,1,11,30,4.9,748,421
2017,1,1,11,35,4.9,753,495
2017,1,1,11,40,4.9,758,543
2017,1,1,11,45,4.9,762,613
2017,1,1,11,50,4.9,766,766
2017,1,1,11,55,4.9,770,770
2017,1,1,12,0,4.9,773,773
2017,1,1,12,5,4.9,775,775
2017,1,1,12,10,4.9,778,778
2017,1,1,12,15,4.9,779,779
2017,1,1,12,20,4.9,781,396
2017,1,1,12,25,4.9,781,245
2017,1,1,12,30,4.9,781,173
2017,1,1,12,35,4.9,781,190
2017,1,1,12,40,4.9,779,213
2017,1,1,12,45,5,777,238
2017,1,1,12,50,5,775,259
2017,1,1,12,55,5,772,303
2017,1,1,13,0,5,769,338
2017,1,1,13,5,5,766,366
2017,1,1,13,10,5,762,373
2017,1,1,13,15,5,758,386
2017,1,1,13,20,5,753,421
2017,1,1,13,25,5,748,433
2017,1,1,13,30,5,742,448
2017,1,1,13,35,5,736,414
2017,1,1,13,40,5,729,385
2017,1,1,13,45,5,722,352
2017,1,1,13,50,5.1000000000000005,715,340
2017,1,1,13,55,5.1000000000000005,707,306
2017,1,1,14,0,5.1000000000000005,699,288
2017,1,1,14,5,5.1000000000000005,690,333
2017,1,1,14,10,5.1000000000000005,680,408
2017,1,1,14,15,5.1000000000000005,670,474
2017,1,1,14,20,5.1000000000000005,660,660
2017,1,1,14,25,5.1000000000000005,649,649
2017,1,1,14,30,5.1000000000000005,638,638
2017,1,1,14,35,5.1000000000000005,626,626
2017,1,1,14,40,5.1000000000000005,614,614
2017,1,1,14,45,5.1000000000000005,602,602
2017,1,1,14,50,5.1000000000000005,589,437
2017,1,1,14,55,5.1000000000000005,576,352
2017,1,1,15,0,5.1000000000000005,562,289
2017,1,1,15,5,5.1000000000000005,548,312
2017,1,1,15,10,5.1000000000000005,534,348
2017,1,1,15,15,5,519,410
2017,1,1,15,20,5,504,504
2017,1,1,15,25,5,489,489
2017,1,1,15,30,5,474,474
2017,1,1,15,35,5,458,458
2017,1,1,15,40,5,442,442
2017,1,1,15,45,5,426,426
2017,1,1,15,50,5,409,409
2017,1,1,15,55,5,392,392
2017,1,1,16,0,5,375,375
2017,1,1,16,5,5,358,358
2017,1,1,16,10,4.9,341,341
2017,1,1,16,15,4.9,323,323
2017,1,1,16,20,4.9,305,305
2017,1,1,16,25,4.800000000000001,287,287
2017,1,1,16,30,4.800000000000001,270,270
2017,1,1,16,35,4.800000000000001,252,252
2017,1,1,16,40,4.800000000000001,234,234
2017,1,1,16,45,4.800000000000001,216,216
2017,1,1,16,50,4.7,198,198
2017,1,1,16,55,4.7,180,180
2017,1,1,17,0,4.7,163,163
2017,1,1,17,5,4.7,145,145
2017,1,1,17,10,4.6000000000000005,128,128
2017,1,1,17,15,4.6000000000000005,111,111
2017,1,1,17,20,4.6000000000000005,95,95
2017,1,1,17,25,4.5,79,79
2017,1,1,17,30,4.5,65,65
2017,1,1,17,35,4.5,51,51
2017,1,1,17,40,4.4,38,38
2017,1,1,17,45,4.4,27,27
2017,1,1,17,50,4.4,18,18
2017,1,1,17,55,4.3,0,0
2017,1,1,18,0,4.3,0,0
2017,1,1,18,5,4.3,0,0
2017,1,1,18,10,4.3,0,0
2017,1,1,18,15,4.3,0,0
2017,1,1,18,20,4.3,0,0
2017,1,1,18,25,4.3,0,0
2017,1,1,18,30,4.3,0,0
2017,1,1,18,35,4.3,0,0
2017,1,1,18,40,4.3,0,0
2017,1,1,18,45,4.3,0,0
2017,1,1,18,50,4.3,0,0
2017,1,1,18,55,4.3,0,0
2017,1,1,19,0,4.3,0,0
2017,1,1,19,5,4.3,0,0
2017,1,1,19,10,4.3,0,0
2017,1,1,19,15,4.3,0,0
2017,1,1,19,20,4.3,0,0
2017,1,1,19,25,4.3,0,0
2017,1,1,19,30,4.3,0,0
2017,1,1,19,35,4.3,0,0
2017,1,1,19,40,4.3,0,0
2017,1,1,19,45,4.3,0,0
2017,1,1,19,50,4.3,0,0
2017,1,1,19,55,4.3,0,0
2017,1,1,20,0,4.3,0,0
2017,1,1,20,5,4.3,0,0
2017,1,1,20,10,4.3,0,0
2017,1,1,20,15,4.3,0,0
2017,1,1,20,20,4.3,0,0
2017,1,1,20,25,4.3,0,0
2017,1,1,20,30,4.3,0,0
2017,1,1,20,35,4.3,0,0
2017,1,1,20,40,4.3,0,0
2017,1,1,20,45,4.3,0,0
2017,1,1,20,50,4.3,0,0
2017,1,1,20,55,4.3,0,0
2017,1,1,21,0,4.3,0,0
2017,1,1,21,5,4.3,0,0
2017,1,1,21,10,4.3,0,0
2017,1,1,21,15,4.3,0,0
2017,1,1,21,20,4.3,0,0
2017,1,1,21,25,4.3,0,0
2017,1,1,21,30,4.3,0,0
2017,1,1,21,35,4.3,0,0
2017,1,1,21,40,4.3,0,0
2017,1,1,21,45,4.4,0,0
2017,1,1,21,50,4.4,0,0
2017,1,1,21,55,4.4,0,0
2017,1,1,22,0,4.4,0,0
2017,1,1,22,5,4.4,0,0
2017,1,1,22,10,4.4,0,0
2017,1,1,22,15,4.4,0,0
2017,1,1,22,20,4.5,0,0
2017,1,1,22,25,4.5,0,0
2017,1,1,22,30,4.5,0,0
2017,1,1,22,35,4.5,0,0
2017,1,1,22,40,4.5,0,0
2017,1,1,22,45,4.6000000000000005,0,0
2017,1,1,22,50,4.6000000000000005,0,0
2017,1,1,22,55,4.6000000000000005,0,0
2017,1,1,23,0,4.6000000000000005,0,0
2017,1,1,23,5,4.6000000000000005,0,0
2017,1,1,23,10,4.6000000000000005,0,0
2017,1,1,23,15,4.6000000000000005,0,0
2017,1,1,23,20,4.6000000000000005,0,0
2017,1,1,23,25,4.6000000000000005,0,0
2017,1,1,23,30,4.6000000000000005,0,0
2017,1,1,23,35,4.6000000000000005,0,0
2017,1,1,23,40,4.6000000000000005,0,0
2017,1,1,23,45,4.6000000000000005,0,0
2017,1,1,23,50,4.7,0,0
2017,1,1,23,55,4.7,0,0
2017,1,2,0,0,4.7,0,0
2017,1,2,0,5,4.7,0,0
2017,1,2,0,10,4.7,0,0
2017,1,2,0,15,4.7,0,0
2017,1,2,0,20,4.7,0,0
2017,1,2,0,25,4.7,0,0
2017,1,2,0,30,4.7,0,0
2017,1,2,0,35,4.7,0,0
2017,1,2,0,40,4.7,0,0
2017,1,2,0,45,4.7,0,0
2017,1,2,0,50,4.7,0,0
2017,1,2,0,55,4.7,0,0
2017,1,2,1,0,4.7,0,0
2017,1,2,1,5,4.7,0,0
2017,1,2,1,10,4.6000000000000005,0,0
2017,1,2,1,15,4.6000000000000005,0,0
2017,1,2,1,20,4.6000000000000005,0,0
2017,1,2,1,25,4.5,0,0
2017,1,2,1,30,4.5,0,0
2017,1,2,1,35,4.5,0,0
2017,1,2,1,40,4.5,0,0
2017,1,2,1,45,4.4,0,0
2017,1,2,1,50,4.4,0,0
2017,1,2,1,55,4.4,0,0
2017,1,2,2,0,4.4,0,0
2017,1,2,2,5,4.4,0,0
2017,1,2,2,10,4.4,0,0
2017,1,2,2,15,4.4,0,0
2017,1,2,2,20,4.3,0,0
2017,1,2,2,25,4.3,0,0
2017,1,2,2,30,4.3,0,0
2017,1,2,2,35,4.3,0,0
2017,1,2,2,40,4.3,0,0
2017,1,2,2,45,4.3,0,0
2017,1,2,2,50,4.3,0,0
2017,1,2,2,55,4.3,0,0
2017,1,2,3,0,4.3,0,0
2017,1,2,3,5,4.3,0,0
2017,1,2,3,10,4.3,0,0
2017,1,2,3,15,4.3,0,0
2017,1,2,3,20,4.3,0,0
2017,1,2,3,25,4.3,0,0
2017,1,2,3,30,4.3,0,0
2017,1,2,3,35,4.3,0,0
2017,1,2,3,40,4.3,0,0
2017,1,2,3,45,4.3,0,0
2017,1,2,3,50,4.3,0,0
2017,1,2,3,55,4.3,0,0
2017,1,2,4,0,4.3,0,0
2017,1,2,4,5,4.3,0,0
2017,1,2,4,10,4.3,0,0
2017,1,2,4,15,4.3,0,0
2017,1,2,4,20,4.3,0,0
2017,1,2,4,25,4.3,0,0
2017,1,2,4,30,4.3,0,0
2017,1,2,4,35,4.3,0,0
2017,1,2,4,40,4.3,0,0
2017,1,2,4,45,4.3,0,0
2017,1,2,4,50,4.3,0,0
2017,1,2,4,55,4.3,0,0
2017,1,2,5,0,4.3,0,0
2017,1,2,5,5,4.3,0,0
2017,1,2,5,10,4.3,0,0
2017,1,2,5,15,4.3,0,0
2017,1,2,5,20,4.3,0,0
2017,1,2,5,25,4.3,0,0
2017,1,2,5,30,4.3,0,0
2017,1,2,5,35,4.3,0,0
2017,1,2,5,40,4.3,0,0
2017,1,2,5,45,4.3,0,0
2017,1,2,5,50,4.3,0,0
2017,1,2,5,55,4.3,0,0
2017,1,2,6,0,4.3,0,0
2017,1,2,6,5,4.3,0,0
2017,1,2,6,10,4.3,0,0
2017,1,2,6,15,4.3,0,0
2017,1,2,6,20,4.3,0,0
2017,1,2,6,25,4.3,0,0
2017,1,2,6,30,4.3,0,0
2017,1,2,6,35,4.3,0,0
2017,1,2,6,40,4.3,0,0
2017,1,2,6,45,4.3,0,0
2017,1,2,6,50,4.3,0,0
2017,1,2,6,55,4.3,0,0
2017,1,2,7,0,4.3,0,0
2017,1,2,7,5,4.3,0,0
2017,1,2,7,10,4.3,20,20
2017,1,2,7,15,4.4,31,31
2017,1,2,7,20,4.4,43,43
2017,1,2,7,25,4.4,57,57
2017,1,2,7,30,4.4,72,72
2017,1,2,7,35,4.4,88,88
2017,1,2,7,40,4.5,104,104
2017,1,2,7,45,4.5,121,121
2017,1,2,7,50,4.5,138,138
2017,1,2,7,55,4.6000000000000005,156,156
2017,1,2,8,0,4.6000000000000005,174,174
2017,1,2,8,5,4.6000000000000005,192,192
2017,1,2,8,10,4.7,210,210
2017,1,2,8,15,4.7,228,228
2017,1,2,8,20,4.7,246,246
2017,1,2,8,25,4.800000000000001,265,265
2017,1,2,8,30,4.800000000000001,283,283
2017,1,2,8,35,4.800000000000001,301,301
2017,1,2,8,40,4.9,319,319
2017,1,2,8,45,4.9,337,337
2017,1,2,8,50,4.9,354,354
2017,1,2,8,55,5,372,372
2017,1,2,9,0,5,389,389
2017,1,2,9,5,5,406,406
2017,1,2,9,10,5,423,423
2017,1,2,9,15,5,440,440
2017,1,2,9,20,5.1000000000000005,457,457
2017,1,2,9,25,5.1000000000000005,473,473
2017,1,2,9,30,5.1000000000000005,489,489
2017,1,2,9,35,5.1000000000000005,504,504
2017,1,2,9,40,5.1000000000000005,520,520
2017,1,2,9,45,5.2,535,535
2017,1,2,9,50,5.2,549,549
2017,1,2,9,55,5.2,563,563
2017,1,2,10,0,5.2,577,577
2017,1,2,10,5,5.2,591,591
2017,1,2,10,10,5.2,604,604
2017,1,2,10,15,5.2,617,617
2017,1,2,10,20,5.2,630,630
2017,1,2,10,25,5.2,642,642
2017,1,2,10,30,5.2,654,654
